event_class,label,heldout_label,task_idx,phase,strength,event_rule,selection_mode,selection_value,fold_status
receiver_standpoint_magnitude_c,P13,P13,149.0,-0.0108490153218033,6.54556194690113,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P13,P13,188.0,0.1144446788729172,0.4078745176474023,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P13,P13,201.0,-0.070850685957047,0.9007854096760949,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P13,P13,205.0,0.0562153659403958,0.3557222342801443,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P13,P13,242.0,-0.0272794459432737,0.2901836232041257,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P13,P13,366.0,0.0451449911519586,0.49214633377935196,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P14,P14,120.0,-0.0215460235450988,1.5223799242942226,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P14,P14,192.0,0.2159188369000291,0.436754894828935,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P14,P14,210.0,-0.0014434899888829,0.5626002184012986,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P14,P14,271.0,-0.0124146448131234,0.676735718013151,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P14,P14,320.0,0.5273491264238753,0.401172708188141,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,10.0,-0.0626818956465119,0.7397114857832296,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,43.0,-0.1587844849372812,0.3403792833637721,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,83.0,0.0800340077500219,0.7130412854070936,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,176.0,-0.0505479647064783,0.35480913009240733,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,262.0,4.976144330542942e-05,1.3089051157081513,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,297.0,-0.1550598226022232,1.396340814587664,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,369.0,-0.1735987290385655,0.42144706834524415,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P15,P15,380.0,0.0090359155703948,0.4290461376794241,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P16,P16,53.0,-0.1054766243174165,0.4331464332344025,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P16,P16,101.0,0.0502723110309077,0.40939061039138536,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P16,P16,220.0,-0.3412909435505243,0.9070881820307695,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P16,P16,244.0,0.0097632602522324,0.8395359958298622,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P16,P16,298.0,0.0875035867447697,3.6250376862346463,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P17,P17,145.0,0.0180649929961765,0.4321220253200093,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P17,P17,183.0,-0.0160513421534377,1.3938934948107362,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P17,P17,201.0,0.0614723243208825,1.2825777369624956,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P17,P17,226.0,0.0199916141762651,0.6101393343553759,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P17,P17,241.0,-0.0266239332603878,0.5407510181688984,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P18,P18,12.0,0.0810759508652602,0.4661132860319481,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P18,P18,175.0,0.363735262382644,0.6227775131697456,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P18,P18,228.0,0.1023438565143076,0.45934977323160653,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P19,P19,95.0,-0.0372145670299427,0.5339717774699513,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P19,P19,249.0,-0.2166070472298696,1.1090640153944624,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P19,P19,351.0,0.2140158557017644,1.0101080970569098,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P19,P19,384.0,0.189903492956658,1.669315349387609,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P19,P19,398.0,-0.240070836706086,1.3258270916727117,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,106.0,-0.1221769944153266,3.484696003007027,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,129.0,-0.0327897547978903,0.6439520978570223,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,146.0,0.0636796371990668,1.2263015101097878,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,173.0,-0.0693785013483995,1.0672550991602145,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,177.0,0.0422270737310269,0.8177686585304301,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,187.0,-0.1571850934190885,0.6929251051237953,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,286.0,0.0749353820295158,0.48064883033913014,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,306.0,-0.0657046236335866,0.312783063658472,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P2,P2,384.0,0.1691058364940951,1.0965119015722804,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,73.0,0.0763496563456038,2.112170271262889,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,123.0,0.0136020972949251,2.4283833418661245,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,162.0,-0.2197454870586384,0.3876574875170816,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,217.0,0.1284856019267746,1.1332998642091865,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,234.0,-0.0803876989477943,1.1072896189987134,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,292.0,-0.0250135175248449,1.832718187717028,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,338.0,-0.2137940054237646,0.9599599551258096,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,396.0,0.0306079037964329,0.6211049936726365,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P20,P20,401.0,-0.0642257535482894,0.7110213234644865,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,30.0,-0.0927524998274533,0.7805213118163236,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,89.0,0.0099402080048187,1.1984445940521893,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,106.0,-0.0621356562944574,1.2616695777888929,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,149.0,0.0641900506191905,0.7620730333712599,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,325.0,0.043236617970275,1.5680283671475164,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P21,P21,366.0,-0.0247931101578713,0.6461947048283775,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P22,P22,36.0,0.1460759653187145,0.3950170303085663,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P22,P22,84.0,-0.0967359465212246,1.2377096417108826,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P22,P22,148.0,-0.1115748389217627,2.3603985243406114,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P22,P22,215.0,0.0519939443070578,0.3531462630323151,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P22,P22,352.0,0.0127533147273151,0.5566843583168326,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,32.0,0.1994415905573427,1.0691317371013724,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,68.0,0.0395040161960473,0.6929763809966779,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,106.0,-0.1296510647376411,0.8492571653454043,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,284.0,0.1668392039717959,1.583787719244871,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,294.0,-0.0389520145789771,1.8928692048924265,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P23,P23,327.0,0.2539130112102206,0.7055630440295396,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,33.0,0.0812209549433879,0.3429627438275345,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,101.0,-0.3145987243594403,0.780012793159517,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,111.0,0.0629971334798379,0.29662902914080846,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,124.0,-0.1508132831211058,0.9551789606159073,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,199.0,0.0172582460846137,0.8172473069314699,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,280.0,-0.0556276951131154,3.325864010568678,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,335.0,0.091231731891264,0.7572792007581713,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P24,P24,381.0,-0.1988970473688233,0.3734793372943465,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,40.0,0.2683278310024092,1.9945475601751237,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,240.0,-0.0424858000255644,0.5329594365712592,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,332.0,0.2403968423383006,1.1517890602577177,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,346.0,-0.0808531980123369,0.2917459022208808,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,360.0,0.2201611355855036,1.4424505507385372,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P25,P25,404.0,-0.1847876042638157,6.246306483219369,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,96.0,-0.1947432835607176,1.506089412415063,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,104.0,0.2387073865091336,0.5458446577414163,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,110.0,-0.2068972749510378,0.2775069159369725,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,159.0,0.3638139891886325,0.2626117384827063,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,182.0,0.1335158498919364,1.6617526084051262,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P26,P26,269.0,-0.1035347906273149,0.8699560568632224,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P3,P3,86.0,-0.0706929304994496,0.3101539816054161,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P3,P3,132.0,-0.0775596431922038,1.1290928164299634,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P3,P3,164.0,0.0064664643535837,2.3078740205404453,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P3,P3,237.0,0.2372675051949022,2.3120972837849214,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P3,P3,402.0,0.1225316456020449,1.8783876366900465,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,162.0,0.1372295300383631,1.4441998117976975,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,239.0,0.2335857760314573,0.40892249393340496,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,255.0,-0.0518678813636519,0.6988041472545666,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,267.0,-0.0739538168085068,1.3640561873275685,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,304.0,-0.0107232546775996,1.0226280045254355,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P4,P4,329.0,0.2159341082255085,0.8756823750180257,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,37.0,-0.1774183662242015,0.42310579990612696,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,65.0,-0.0329143566747852,0.6798368993652059,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,131.0,-0.0460991070957624,0.9669008880345842,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,150.0,0.060026158738193,0.5983550798093533,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,157.0,-0.0386364369084607,0.42413499341826133,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,209.0,0.1221557254353834,1.1775808492191804,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,221.0,-0.0329177592519444,0.4392642163832458,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,369.0,0.1003824813571049,0.4080325655654231,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P5,P5,402.0,-0.1007125196285535,2.991663495960106,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,19.0,-0.0118403697951708,0.9695180165050028,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,59.0,0.0234756192485516,0.4611787838474774,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,66.0,-0.0483026127238776,1.196714960139023,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,134.0,0.1375392764647919,0.6201729219475802,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,195.0,0.0299545374513759,0.36119286233048375,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P6,P6,297.0,0.0218679479367967,0.5488407931642827,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P7,P7,93.0,-0.0762909745334113,1.1207297466280912,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P7,P7,121.0,0.2032430423717018,0.49690816241815583,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P7,P7,172.0,-0.3249057879322087,1.0331132187369487,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P8,P8,34.0,-0.445103804351627,0.32419402477771647,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P8,P8,119.0,0.1093271917182303,2.471291863152362,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P8,P8,382.0,-0.0168797983536923,3.381262448709371,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P9,P9,104.0,0.2824507506821972,0.271212509722673,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P9,P9,299.0,0.0702270064341771,1.5285522165810592,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P9,P9,355.0,-0.085817981315599,0.3404069926789647,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P9,P9,398.0,-0.0380912693601416,0.3589495931646997,train threshold q=0.70,quantile,0.7,valid
receiver_standpoint_magnitude_c,P1,P1,42.0,-0.1482350940017722,1.532208435711343,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P1,P1,114.0,-0.2217513832224785,1.217174359721367,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P1,P1,330.0,-0.0880205138140065,1.0931236569067295,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P10,P10,56.0,0.2951533867861125,0.8494212209363826,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P10,P10,175.0,0.1693792155442748,1.2605034203107228,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P10,P10,252.0,-0.1007655179833738,0.5713957434842226,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P10,P10,299.0,0.3142150404850233,6.418506281653832,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P10,P10,321.0,-0.0193354472317494,0.7530190445777006,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P11,P11,103.0,0.0789594950236299,0.6951555909542468,train threshold q=0.75,quantile,0.75,diagnostic_only
receiver_standpoint_magnitude_c,P12,P12,59.0,-0.0088072614204127,3.930676391181351,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P12,P12,118.0,-0.178570284908886,2.6455708764436787,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P12,P12,231.0,-0.0686033034815776,0.7617968458732017,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,10.0,-0.0199780750453744,0.5713410086682302,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,47.0,0.0170060096906269,1.4939174181755162,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,72.0,-0.1264123549288479,1.772899746883889,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,111.0,-0.1729019097150981,0.7040266024052652,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,149.0,-0.0108490153218033,6.54556194690113,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,188.0,0.1144446788729172,0.4078745176474023,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,201.0,-0.070850685957047,0.9007854096760949,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P13,P13,366.0,0.0451449911519586,0.49214633377935196,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P14,P14,120.0,-0.0215460235450988,1.5223799242942226,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P14,P14,192.0,0.2159188369000291,0.436754894828935,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P14,P14,210.0,-0.0014434899888829,0.5626002184012986,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P14,P14,271.0,-0.0124146448131234,0.676735718013151,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,10.0,-0.0626818956465119,0.7397114857832296,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,83.0,0.0800340077500219,0.7130412854070936,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,262.0,4.976144330542942e-05,1.3089051157081513,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,297.0,-0.1550598226022232,1.396340814587664,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,369.0,-0.1735987290385655,0.42144706834524415,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P15,P15,380.0,0.0090359155703948,0.4290461376794241,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P16,P16,53.0,-0.1054766243174165,0.4331464332344025,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P16,P16,101.0,0.0502723110309077,0.40939061039138536,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P16,P16,220.0,-0.3412909435505243,0.9070881820307695,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P16,P16,244.0,0.0097632602522324,0.8395359958298622,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P16,P16,298.0,0.0875035867447697,3.6250376862346463,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P17,P17,145.0,0.0180649929961765,0.4321220253200093,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P17,P17,183.0,-0.0160513421534377,1.3938934948107362,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P17,P17,201.0,0.0614723243208825,1.2825777369624956,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P17,P17,226.0,0.0199916141762651,0.6101393343553759,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P17,P17,241.0,-0.0266239332603878,0.5407510181688984,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P18,P18,12.0,0.0810759508652602,0.4661132860319481,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P18,P18,175.0,0.363735262382644,0.6227775131697456,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P18,P18,228.0,0.1023438565143076,0.45934977323160653,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P19,P19,95.0,-0.0372145670299427,0.5339717774699513,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P19,P19,249.0,-0.2166070472298696,1.1090640153944624,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P19,P19,351.0,0.2140158557017644,1.0101080970569098,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P19,P19,384.0,0.189903492956658,1.669315349387609,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P19,P19,398.0,-0.240070836706086,1.3258270916727117,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,106.0,-0.1221769944153266,3.484696003007027,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,129.0,-0.0327897547978903,0.6439520978570223,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,146.0,0.0636796371990668,1.2263015101097878,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,173.0,-0.0693785013483995,1.0672550991602145,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,177.0,0.0422270737310269,0.8177686585304301,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,187.0,-0.1571850934190885,0.6929251051237953,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,286.0,0.0749353820295158,0.48064883033913014,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P2,P2,384.0,0.1691058364940951,1.0965119015722804,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,73.0,0.0763496563456038,2.112170271262889,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,123.0,0.0136020972949251,2.4283833418661245,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,162.0,-0.2197454870586384,0.3876574875170816,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,217.0,0.1284856019267746,1.1332998642091865,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,234.0,-0.0803876989477943,1.1072896189987134,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,292.0,-0.0250135175248449,1.832718187717028,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,338.0,-0.2137940054237646,0.9599599551258096,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,396.0,0.0306079037964329,0.6211049936726365,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P20,P20,401.0,-0.0642257535482894,0.7110213234644865,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,30.0,-0.0927524998274533,0.7805213118163236,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,89.0,0.0099402080048187,1.1984445940521893,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,106.0,-0.0621356562944574,1.2616695777888929,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,149.0,0.0641900506191905,0.7620730333712599,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,325.0,0.043236617970275,1.5680283671475164,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P21,P21,366.0,-0.0247931101578713,0.6461947048283775,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P22,P22,84.0,-0.0967359465212246,1.2377096417108826,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P22,P22,148.0,-0.1115748389217627,2.3603985243406114,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P22,P22,352.0,0.0127533147273151,0.5566843583168326,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,32.0,0.1994415905573427,1.0691317371013724,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,68.0,0.0395040161960473,0.6929763809966779,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,106.0,-0.1296510647376411,0.8492571653454043,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,284.0,0.1668392039717959,1.583787719244871,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,294.0,-0.0389520145789771,1.8928692048924265,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P23,P23,327.0,0.2539130112102206,0.7055630440295396,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P24,P24,101.0,-0.3145987243594403,0.780012793159517,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P24,P24,124.0,-0.1508132831211058,0.9551789606159073,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P24,P24,199.0,0.0172582460846137,0.8172473069314699,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P24,P24,280.0,-0.0556276951131154,3.325864010568678,train threshold q=0.75,quantile,0.75,valid
receiver_standpoint_magnitude_c,P24,P24,335.0,0.091231731891264,0.7572792007581713,train threshold q=0.75,quantile,0.75,valid
