state_label,n_train_events,selected_candidate,selected_kind,selected_score,selection_rule,score_O1_lag0_AB,score_O2_lag5_AB,score_O3_A_C_boundary,score_O4_B_C_boundary,score_O5_full_TFC,score_O6_phase_only,score_O7_suppress_event,mode,endpoint,fold,policy_type,generated_kind,score_G_true,score_G_random,score_G_balanced,score_G_frequency,score_G_performance,score_G_shuffled
side=B_side|tfc=low|phase=q4,42,O4_B_C_boundary,primitive,0.05907916497288971,mean,-0.1314619127902535,-0.04038087069175783,-0.45313617258677547,0.05907916497288971,-0.14985970386016076,-0.22748128689879113,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.1285646481248135,,,
side=A_side|tfc=low|phase=q1,25,O3_A_C_boundary,primitive,0.4368762199876094,mean,-0.4378133556778699,0.11564479320708118,0.4368762199876094,0.0073658277756497225,0.17717740809843,0.3995483256502266,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,0.09985903648250949,,,
side=A_side|tfc=high|phase=q4,23,O4_B_C_boundary,primitive,0.39755249375846546,mean,0.09798543173210308,-0.22807001762484064,0.08863326976629773,0.39755249375846546,0.34006549882693327,-0.33707769693630985,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,0.027120890491353734,,,
side=B_side|tfc=high|phase=q1,39,O1_lag0_AB,primitive,0.55704902811775,mean,0.55704902811775,0.032562706484560944,-0.03510853191823532,0.07000089208840889,-0.05983945862544865,0.008598138468991993,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,0.08542293219719033,,,
side=B_side|tfc=high|phase=q4,40,O5_full_TFC,primitive,0.6224663307222523,mean,0.47612824979135726,0.17314657504359265,0.26264488287309246,-0.20774923982630528,0.6224663307222523,0.0631019080472703,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,0.23794009440493458,,,
side=B_side|tfc=low|phase=q1,35,O4_B_C_boundary,primitive,0.1900272705388194,mean,-0.3505369329472225,-0.037025921283388184,-0.31901667818709695,0.1900272705388194,-0.36958864958926907,0.07635668144493747,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.1089020542098445,,,
side=B_side|tfc=mid|phase=q4,39,O2_lag5_AB,primitive,0.09008350969644736,mean,0.08969573612890516,0.09008350969644736,-0.2023412811528284,-0.16313325502238282,-0.08614646754038982,0.04647433300255449,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.01981346565547742,,,
side=B_side|tfc=mid|phase=q1,51,O6_phase_only,primitive,0.2049431329455015,mean,-0.002313480491699649,-0.13312387551518126,-0.1698204555870346,0.06611330564379571,-0.13539329458241492,0.2049431329455015,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.028774296871504033,,,
side=A_side|tfc=mid|phase=q4,22,O3_A_C_boundary,primitive,0.08450047935230384,mean,-0.4578307241998105,-0.4451805310306701,0.08450047935230384,-0.20797287682350124,-0.3545931735275729,-0.09889303285187782,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.24006166673810256,,,
side=A_side|tfc=low|phase=q4,28,O3_A_C_boundary,primitive,0.21160091438329226,mean,-0.27558747555394525,0.14001100223017585,0.21160091438329226,-0.14483621548775996,-0.1320876499224712,-0.06481404561695354,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.03026213538821626,,,
side=A_side|tfc=high|phase=q1,22,O1_lag0_AB,primitive,0.627406750499876,mean,0.627406750499876,0.4560569860514721,0.49193678195238355,0.12129282433794515,0.3911139305187016,0.39881738172544634,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,0.37020335391458287,,,
side=A_side|tfc=mid|phase=q1,17,O2_lag5_AB,primitive,0.06749887730393034,mean,-0.11877172208381032,0.06749887730393034,-0.09205375148787966,-0.24403121177072332,-0.09168047986635468,-0.16334244946020876,0.0,linear_c_state,z_reward,0,balanced_generated,balanced_generated,,,-0.09448192225681448,,,
side=B_side|tfc=low|phase=q4,42,O4_B_C_boundary,primitive,0.05907916497288971,mean,-0.1314619127902535,-0.04038087069175783,-0.45313617258677547,0.05907916497288971,-0.14985970386016076,-0.22748128689879113,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.1530682343556983,,
side=A_side|tfc=low|phase=q1,25,O3_A_C_boundary,primitive,0.4368762199876094,mean,-0.4378133556778699,0.11564479320708118,0.4368762199876094,0.0073658277756497225,0.17717740809843,0.3995483256502266,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,0.09929925818105985,,
side=A_side|tfc=high|phase=q4,23,O4_B_C_boundary,primitive,0.39755249375846546,mean,0.09798543173210308,-0.22807001762484064,0.08863326976629773,0.39755249375846546,0.34006549882693327,-0.33707769693630985,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,0.06035726876485032,,
side=B_side|tfc=high|phase=q1,39,O1_lag0_AB,primitive,0.55704902811775,mean,0.55704902811775,0.032562706484560944,-0.03510853191823532,0.07000089208840889,-0.05983945862544865,0.008598138468991993,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,0.10652501146838499,,
side=B_side|tfc=high|phase=q4,40,O5_full_TFC,primitive,0.6224663307222523,mean,0.47612824979135726,0.17314657504359265,0.26264488287309246,-0.20774923982630528,0.6224663307222523,0.0631019080472703,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,0.27001873768032125,,
side=B_side|tfc=low|phase=q1,35,O4_B_C_boundary,primitive,0.1900272705388194,mean,-0.3505369329472225,-0.037025921283388184,-0.31901667818709695,0.1900272705388194,-0.36958864958926907,0.07635668144493747,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.10954910556528465,,
side=B_side|tfc=mid|phase=q4,39,O2_lag5_AB,primitive,0.09008350969644736,mean,0.08969573612890516,0.09008350969644736,-0.2023412811528284,-0.16313325502238282,-0.08614646754038982,0.04647433300255449,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.04767518241021854,,
side=B_side|tfc=mid|phase=q1,51,O6_phase_only,primitive,0.2049431329455015,mean,-0.002313480491699649,-0.13312387551518126,-0.1698204555870346,0.06611330564379571,-0.13539329458241492,0.2049431329455015,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.05922992052574374,,
side=A_side|tfc=mid|phase=q4,22,O3_A_C_boundary,primitive,0.08450047935230384,mean,-0.4578307241998105,-0.4451805310306701,0.08450047935230384,-0.20797287682350124,-0.3545931735275729,-0.09889303285187782,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.29225478403813016,,
side=A_side|tfc=low|phase=q4,28,O3_A_C_boundary,primitive,0.21160091438329226,mean,-0.27558747555394525,0.14001100223017585,0.21160091438329226,-0.14483621548775996,-0.1320876499224712,-0.06481404561695354,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.011734982609520725,,
side=A_side|tfc=high|phase=q1,22,O1_lag0_AB,primitive,0.627406750499876,mean,0.627406750499876,0.4560569860514721,0.49193678195238355,0.12129282433794515,0.3911139305187016,0.39881738172544634,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,0.4357327499532559,,
side=A_side|tfc=mid|phase=q1,17,O2_lag5_AB,primitive,0.06749887730393034,mean,-0.11877172208381032,0.06749887730393034,-0.09205375148787966,-0.24403121177072332,-0.09168047986635468,-0.16334244946020876,0.0,linear_c_state,z_reward,0,frequency_matched_generated,frequency_matched_generated,,,,-0.12867859298106152,,
side=B_side|tfc=low|phase=q4,42,O4_B_C_boundary,primitive,0.05907916497288971,mean,-0.1314619127902535,-0.04038087069175783,-0.45313617258677547,0.05907916497288971,-0.14985970386016076,-0.22748128689879113,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.1228443170163562,
side=A_side|tfc=low|phase=q1,25,O3_A_C_boundary,primitive,0.4368762199876094,mean,-0.4378133556778699,0.11564479320708118,0.4368762199876094,0.0073658277756497225,0.17717740809843,0.3995483256502266,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.06144097083098647,
side=A_side|tfc=high|phase=q4,23,O4_B_C_boundary,primitive,0.39755249375846546,mean,0.09798543173210308,-0.22807001762484064,0.08863326976629773,0.39755249375846546,0.34006549882693327,-0.33707769693630985,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.03453910144754317,
side=B_side|tfc=high|phase=q1,39,O1_lag0_AB,primitive,0.55704902811775,mean,0.55704902811775,0.032562706484560944,-0.03510853191823532,0.07000089208840889,-0.05983945862544865,0.008598138468991993,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.13494568948265348,
side=B_side|tfc=high|phase=q4,40,O5_full_TFC,primitive,0.6224663307222523,mean,0.47612824979135726,0.17314657504359265,0.26264488287309246,-0.20774923982630528,0.6224663307222523,0.0631019080472703,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.2197214016574316,
side=B_side|tfc=low|phase=q1,35,O4_B_C_boundary,primitive,0.1900272705388194,mean,-0.3505369329472225,-0.037025921283388184,-0.31901667818709695,0.1900272705388194,-0.36958864958926907,0.07635668144493747,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.0780411210299509,
side=B_side|tfc=mid|phase=q4,39,O2_lag5_AB,primitive,0.09008350969644736,mean,0.08969573612890516,0.09008350969644736,-0.2023412811528284,-0.16313325502238282,-0.08614646754038982,0.04647433300255449,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.010469411222460697,
side=B_side|tfc=mid|phase=q1,51,O6_phase_only,primitive,0.2049431329455015,mean,-0.002313480491699649,-0.13312387551518126,-0.1698204555870346,0.06611330564379571,-0.13539329458241492,0.2049431329455015,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.00868762849249077,
side=A_side|tfc=mid|phase=q4,22,O3_A_C_boundary,primitive,0.08450047935230384,mean,-0.4578307241998105,-0.4451805310306701,0.08450047935230384,-0.20797287682350124,-0.3545931735275729,-0.09889303285187782,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.28621284280818643,
side=A_side|tfc=low|phase=q4,28,O3_A_C_boundary,primitive,0.21160091438329226,mean,-0.27558747555394525,0.14001100223017585,0.21160091438329226,-0.14483621548775996,-0.1320876499224712,-0.06481404561695354,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.07226841979043966,
side=A_side|tfc=high|phase=q1,22,O1_lag0_AB,primitive,0.627406750499876,mean,0.627406750499876,0.4560569860514721,0.49193678195238355,0.12129282433794515,0.3911139305187016,0.39881738172544634,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,0.3991397333915533,
side=A_side|tfc=mid|phase=q1,17,O2_lag5_AB,primitive,0.06749887730393034,mean,-0.11877172208381032,0.06749887730393034,-0.09205375148787966,-0.24403121177072332,-0.09168047986635468,-0.16334244946020876,0.0,linear_c_state,z_reward,0,performance_matched_generated,performance_matched_generated,,,,,-0.10487343927165112,
side=B_side|tfc=low|phase=q4,42,O4_B_C_boundary,primitive,0.05907916497288971,mean,-0.1314619127902535,-0.04038087069175783,-0.45313617258677547,0.05907916497288971,-0.14985970386016076,-0.22748128689879113,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,-0.1533948504727274
side=A_side|tfc=low|phase=q1,25,O3_A_C_boundary,primitive,0.4368762199876094,mean,-0.4378133556778699,0.11564479320708118,0.4368762199876094,0.0073658277756497225,0.17717740809843,0.3995483256502266,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,0.09817715695438295
side=A_side|tfc=high|phase=q4,23,O4_B_C_boundary,primitive,0.39755249375846546,mean,0.09798543173210308,-0.22807001762484064,0.08863326976629773,0.39755249375846546,0.34006549882693327,-0.33707769693630985,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,-0.022831577882723945
side=B_side|tfc=high|phase=q1,39,O1_lag0_AB,primitive,0.55704902811775,mean,0.55704902811775,0.032562706484560944,-0.03510853191823532,0.07000089208840889,-0.05983945862544865,0.008598138468991993,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,0.09420782658950246
side=B_side|tfc=high|phase=q4,40,O5_full_TFC,primitive,0.6224663307222523,mean,0.47612824979135726,0.17314657504359265,0.26264488287309246,-0.20774923982630528,0.6224663307222523,0.0631019080472703,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,0.2289167887829054
side=B_side|tfc=low|phase=q1,35,O4_B_C_boundary,primitive,0.1900272705388194,mean,-0.3505369329472225,-0.037025921283388184,-0.31901667818709695,0.1900272705388194,-0.36958864958926907,0.07635668144493747,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,-0.11011852899356296
side=B_side|tfc=mid|phase=q4,39,O2_lag5_AB,primitive,0.09008350969644736,mean,0.08969573612890516,0.09008350969644736,-0.2023412811528284,-0.16313325502238282,-0.08614646754038982,0.04647433300255449,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,-0.05307212865229215
side=B_side|tfc=mid|phase=q1,51,O6_phase_only,primitive,0.2049431329455015,mean,-0.002313480491699649,-0.13312387551518126,-0.1698204555870346,0.06611330564379571,-0.13539329458241492,0.2049431329455015,0.0,linear_c_state,z_reward,0,shuffled_true_generated,shuffled_true_generated,,,,,,0.010055302365925025
