state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O6_phase_only,fold,condition_id
dphi=low,134,O6_phase_only,0.19784383157841381,O4_B_C_boundary,0.016080255367615228,-0.2462403583012857,-0.1951199152860951,-0.07460943818663987,0.016080255367615228,-0.1648510373674586,0.19784383157841381,0,b6i_024
dphi=high,126,O2_lag5_AB,0.18318393143038308,O4_B_C_boundary,0.11451130327760478,0.08089152764034428,0.18318393143038308,0.01938312264507828,0.11451130327760478,0.14215361505506646,-0.039579979996405314,0,b6i_024
dphi=mid,124,O5_full_TFC,0.029280811074465438,O4_B_C_boundary,-0.05128316135734804,0.028132373101354795,-0.024428525587210308,0.017464280606859447,-0.05128316135734804,0.029280811074465438,-0.1775153008817216,0,b6i_024
dphi=low,132,O6_phase_only,0.090175271164285,O2_lag5_AB,-0.05867832496559696,-0.13159727963228954,-0.05867832496559696,-0.004762193768744193,-0.031702881299567436,-0.07835735394034836,0.090175271164285,1,b6i_024
dphi=high,136,O2_lag5_AB,0.20157095921402315,O2_lag5_AB,0.20157095921402315,0.1792651070417886,0.20157095921402315,-0.009293958806742643,-0.029119683564047136,0.05720920932071149,0.040745071839133604,1,b6i_024
dphi=mid,127,O5_full_TFC,0.06004318243872898,O2_lag5_AB,-0.03251866612995535,-0.018076360158135702,-0.03251866612995535,-0.013029329810409593,-0.13220651118459067,0.06004318243872898,-0.21392095808793377,1,b6i_024
dphi=low,142,O6_phase_only,0.10847209010609044,O1_lag0_AB,-0.06571750006213563,-0.06571750006213563,-0.16002223094550494,-0.05981393402319232,0.004197931156378205,-0.17256189034514371,0.10847209010609044,2,b6i_024
dphi=high,135,O1_lag0_AB,0.20279915712444463,O1_lag0_AB,0.20279915712444463,0.20279915712444463,0.19998979669922556,-0.045860853243754766,0.039971511779768064,-1.1796119636642288e-16,0.017789315934660474,2,b6i_024
dphi=mid,141,O5_full_TFC,-0.004860600849422818,O1_lag0_AB,-0.00972716392481302,-0.00972716392481302,-0.02454901208159803,-0.055597789290335584,-0.09878169489371261,-0.004860600849422818,-0.09429947772973193,2,b6i_024
dphi=low,129,O3_A_C_boundary,0.10259011243306017,O3_A_C_boundary,0.10259011243306017,-0.03926947349238482,-0.1841300884120541,0.10259011243306017,0.019869385836892683,-0.09884487508630702,0.07555868373317387,3,b6i_024
dphi=mid,136,O5_full_TFC,0.06516260282823984,O3_A_C_boundary,0.04346388078328081,0.0376416249922173,-0.04036338920092342,0.04346388078328081,-0.028023014056008367,0.06516260282823984,-0.11442578210035831,3,b6i_024
dphi=high,132,O2_lag5_AB,0.16331366334763855,O3_A_C_boundary,0.12960529176469612,0.10044969278466684,0.16331366334763855,0.12960529176469612,0.02665353115160793,0.16114858368198667,-0.013942149115911628,3,b6i_024
dphi=low,135,O6_phase_only,0.21104271358628382,O4_B_C_boundary,0.035697437652823925,-0.2049131692349023,-0.1497258366013125,-0.029282830583792937,0.035697437652823925,-0.13972529550399462,0.21104271358628382,4,b6i_024
dphi=high,139,O2_lag5_AB,0.18040205145974514,O4_B_C_boundary,0.07937359134465743,0.10150693553242837,0.18040205145974514,0.014657271003519072,0.07937359134465743,0.1087111364352124,0.02633396500544513,4,b6i_024
dphi=mid,140,O5_full_TFC,0.07136155924813402,O4_B_C_boundary,0.010625228421573981,0.006445820750301227,-0.025158631141267148,-0.008605517413650622,0.010625228421573981,0.07136155924813402,-0.1383025442197403,4,b6i_024
